State	Year-Quarter	Average Price	Median Price
MI	2007.75	138216	118573
MI	2008.00	133043	113857
MI	2008.25	129656	110754
MI	2008.50	127271	108620
MI	2008.75	118102	100344
MI	2009.00	116000	97827
MI	2009.25	114774	96428
MI	2009.50	114196	95612
MI	2009.75	114362	95473
MI	2010.00	112153	93280
MI	2010.25	116143	96398
MN	2000.00	139518	123266
MN	2000.25	145981	128981
MN	2000.50	150409	132732
MN	2000.75	152817	134792
MN	2001.00	156173	137689
MN	2001.25	163395	143911
MN	2001.50	167778	147629
MN	2001.75	169551	148970
MN	2002.00	172808	151776
MN	2002.25	179004	157032
MN	2002.50	183295	160752
MN	2002.75	186443	163392
MN	2003.00	189050	165720
MN	2003.25	194841	170710
MN	2003.50	199811	175042
MN	2003.75	201098	176270
MN	2004.00	201893	176496
MN	2004.25	208960	182247
MN	2004.50	213872	186444
MN	2004.75	216021	188166
MN	2005.00	218426	189658
MN	2005.25	225365	195436
MN	2005.50	228610	197867
MN	2005.75	230458	198878
MN	2006.00	231303	199129
MN	2006.25	234453	201522
MN	2006.50	232681	199777
MN	2006.75	229684	196897
MN	2007.00	228616	195887
MN	2007.25	227220	194452
MN	2007.50	222458	190128
MN	2007.75	215279	183610
MN	2008.00	209377	178243
MN	2008.25	206856	175971
MN	2008.50	201660	171411
MN	2008.75	193982	164435
MN	2009.00	192062	162405
MN	2009.25	192725	162898
MN	2009.50	192777	162836
MN	2009.75	191485	161507
MN	2010.00	187768	158558
MN	2010.25	194336	164105
MO	2000.00	109355	94300
MO	2000.25	111921	96514
MO	2000.50	113326	97715
MO	2000.75	114328	98467
MO	2001.00	115401	99327
MO	2001.25	118611	102114
MO	2001.50	120093	103358
MO	2001.75	121265	104333
MO	2002.00	122387	105199
MO	2002.25	125141	107451
MO	2002.50	127024	108927
MO	2002.75	128484	110059
MO	2003.00	130092	111230
MO	2003.25	132804	113425
MO	2003.50	134660	114898
MO	2003.75	134895	115062
MO	2004.00	136767	116531
MO	2004.25	140688	119757
MO	2004.50	141543	120505
MO	2004.75	143602	122135
MO	2005.00	144957	123052
MO	2005.25	148966	126362
MO	2005.50	151836	128724
MO	2005.75	153065	129619
MO	2006.00	154534	130797
MO	2006.25	156606	132358
MO	2006.50	157895	133303
MO	2006.75	156731	132170
MO	2007.00	156469	131904
MO	2007.25	158090	133196
MO	2007.50	158290	133164
MO	2007.75	152531	128302
MO	2008.00	148161	124503
MO	2008.25	151236	127049
MO	2008.50	150820	126561
MO	2008.75	143328	120188
MO	2009.00	143105	120054
MO	2009.25	147060	123311
MO	2009.50	147846	124100
MO	2009.75	146962	123462
MO	2010.00	140775	118365
MO	2010.25	147162	123754
MS	2000.00	95381	83653
MS	2000.25	97522	85463
MS	2000.50	98426	86182
MS	2000.75	98246	85875
MS	2001.00	98775	86253
MS	2001.25	101860	88919
MS	2001.50	102475	89494
MS	2001.75	102777	89773
MS	2002.00	103457	90317
MS	2002.25	104172	90896
MS	2002.50	106377	92784
MS	2002.75	107965	94133
MS	2003.00	107667	93675
MS	2003.25	110529	96059
MS	2003.50	110822	96328
MS	2003.75	112197	97483
MS	2004.00	113472	98456
MS	2004.25	115280	99971
MS	2004.50	116334	100775
MS	2004.75	117959	102143
MS	2005.00	119942	103778
MS	2005.25	123420	106699
MS	2005.50	126036	109138
MS	2005.75	130614	113499
MS	2006.00	133054	115645
MS	2006.25	137213	119422
MS	2006.50	139609	121597
MS	2006.75	141289	123131
MS	2007.00	143988	125495
MS	2007.25	145685	127225
MS	2007.50	144711	126592
MS	2007.75	144211	126387
MS	2008.00	143114	125794
MS	2008.25	145414	128107
MS	2008.50	143467	126587
MS	2008.75	140575	124374
MS	2009.00	136138	120915
MS	2009.25	140443	125256
MS	2009.50	141960	126903
MS	2009.75	140879	126328
MS	2010.00	140094	126054
MS	2010.25	140317	126484
MT	2000.00	114480	99058
MT	2000.25	116822	101100
MT	2000.50	117829	101902
MT	2000.75	117731	101613
MT	2001.00	121364	104743
MT	2001.25	123717	106610
MT	2001.50	124343	107012
MT	2001.75	127031	109064
MT	2002.00	128369	110288
MT	2002.25	132348	113649
MT	2002.50	134560	115541
MT	2002.75	136582	117258
MT	2003.00	136755	117319
MT	2003.25	144131	123427
MT	2003.50	147693	126577
MT	2003.75	149371	127870
MT	2004.00	151120	129292
MT	2004.25	158121	135305
MT	2004.50	162244	138832
MT	2004.75	166423	142564
MT	2005.00	170445	145937
MT	2005.25	178284	152638
MT	2005.50	182780	156589
MT	2005.75	188798	161927
MT	2006.00	194869	167121
MT	2006.25	199957	171733
MT	2006.50	205638	176921
MT	2006.75	208714	179640
MT	2007.00	209771	180710
MT	2007.25	219603	188818
MT	2007.50	218991	188281
MT	2007.75	219126	188363
MT	2008.00	218338	187534
MT	2008.25	219078	188328
MT	2008.50	217817	187401
MT	2008.75	210011	180798
MT	2009.00	211951	182241
MT	2009.25	209862	180415
MT	2009.50	209655	180512
MT	2009.75	206402	177940
MT	2010.00	207074	178462
MT	2010.25	206439	178188
NC	2000.00	133078	113656
NC	2000.25	135932	115976
NC	2000.50	137834	117744
NC	2000.75	137770	117671
NC	2001.00	139809	119309
NC	2001.25	141335	120546
NC	2001.50	143675	122434
NC	2001.75	144111	122674
NC	2002.00	145785	123956
NC	2002.25	147980	125605
NC	2002.50	149951	127041
NC	2002.75	151587	128232
NC	2003.00	152387	128741
NC	2003.25	154372	130273
NC	2003.50	156952	132183
NC	2003.75	157857	132646
NC	2004.00	159213	133343
NC	2004.25	163991	137033
NC	2004.50	166344	138602
NC	2004.75	168557	140225
NC	2005.00	172982	143719
NC	2005.25	176680	146588
NC	2005.50	180926	149650
NC	2005.75	185678	153101
NC	2006.00	188310	154792
NC	2006.25	192591	157848
NC	2006.50	195957	160279
NC	2006.75	198213	161825
NC	2007.00	199607	162674
NC	2007.25	202497	164824
NC	2007.50	203769	165683
NC	2007.75	200053	162487
NC	2008.00	199541	161711
NC	2008.25	200817	162392
NC	2008.50	197166	159321
NC	2008.75	191377	154530
NC	2009.00	190249	153639
NC	2009.25	192696	155636
NC	2009.50	192729	155793
NC	2009.75	190036	153656
NC	2010.00	186743	150703
NC	2010.25	191255	154481
ND	2000.00	82569	75151
ND	2000.25	83111	75684
ND	2000.50	84113	76607
ND	2000.75	82282	74899
ND	2001.00	85601	77767
ND	2001.25	86533	78372
ND	2001.50	86837	78621
ND	2001.75	88680	80251
ND	2002.00	88779	80241
ND	2002.25	90735	81948
ND	2002.50	93469	84431
ND	2002.75	93219	84214
ND	2003.00	95138	85739
ND	2003.25	96054	86512
ND	2003.50	99742	89622
ND	2003.75	99417	89179
ND	2004.00	99529	89123
ND	2004.25	105374	94328
ND	2004.50	107055	95679
ND	2004.75	109205	97501
ND	2005.00	112914	100504
ND	2005.25	115644	102706
ND	2005.50	118656	105216
ND	2005.75	122361	108417
ND	2006.00	122798	108897
ND	2006.25	125159	111004
ND	2006.50	128168	113621
ND	2006.75	127860	113144
ND	2007.00	131516	116318
ND	2007.25	133617	118260
ND	2007.50	137491	121379
ND	2007.75	136151	120010
ND	2008.00	135604	119842
ND	2008.25	140304	124085
ND	2008.50	141708	125812
ND	2008.75	144121	128330
ND	2009.00	143791	128243
ND	2009.25	146604	130998
ND	2009.50	146834	131526
ND	2009.75	144631	129603
ND	2010.00	150410	135386
ND	2010.25	147844	133473
NE	2000.00	105509	92312
NE	2000.25	108239	94640
NE	2000.50	108988	95297
NE	2000.75	108826	95127
NE	2001.00	109807	95967
NE	2001.25	111840	97691
NE	2001.50	112397	98452
NE	2001.75	112088	98143
NE	2002.00	113152	98996
NE	2002.25	115335	100990
NE	2002.50	116888	102381
NE	2002.75	117054	102544
NE	2003.00	117747	102974
NE	2003.25	120636	105363
NE	2003.50	122251	106648
NE	2003.75	121592	106071
NE	2004.00	122604	106900
NE	2004.25	124866	108804
NE	2004.50	128033	111451
NE	2004.75	127637	110955
NE	2005.00	128324	111424
NE	2005.25	131355	113805
NE	2005.50	134287	116185
NE	2005.75	134025	115692
NE	2006.00	134384	115806
NE	2006.25	138061	118701
NE	2006.50	138374	118770
NE	2006.75	135162	115809
NE	2007.00	136265	116560
NE	2007.25	138904	118734
NE	2007.50	139227	118852
NE	2007.75	135622	115624
NE	2008.00	134729	114967
NE	2008.25	136999	116981
NE	2008.50	136936	116952
NE	2008.75	135086	115533
NE	2009.00	132173	113237
NE	2009.25	137423	117927
NE	2009.50	137496	118273
NE	2009.75	137483	118496
NE	2010.00	135116	116669
NE	2010.25	139325	120415
NH	2000.00	159415	137491
NH	2000.25	165800	142996
NH	2000.50	170499	147533
NH	2000.75	176624	152736
NH	2001.00	179077	154940
NH	2001.25	187490	162279
NH	2001.50	194863	168576
NH	2001.75	198732	171796
NH	2002.00	200272	173569
NH	2002.25	209105	181418
NH	2002.50	218398	189883
NH	2002.75	222511	193839
NH	2003.00	227576	198358
NH	2003.25	235153	205047
NH	2003.50	242584	211813
NH	2003.75	246906	215808
NH	2004.00	252675	221484
NH	2004.25	261449	229560
NH	2004.50	267360	235181
NH	2004.75	273968	241240
NH	2005.00	275623	243260
NH	2005.25	287152	253714
NH	2005.50	294549	260800
NH	2005.75	291801	258513
NH	2006.00	292376	259243
NH	2006.25	296926	263242
NH	2006.50	292789	259719
NH	2006.75	287759	255432
NH	2007.00	283589	251883
NH	2007.25	286905	254856
NH	2007.50	282253	250698
NH	2007.75	272955	241908
NH	2008.00	264784	234463
NH	2008.25	267773	236445
NH	2008.50	263940	232610
NH	2008.75	250302	220129
NH	2009.00	248860	217815
NH	2009.25	252687	221159
NH	2009.50	254805	223006
NH	2009.75	248331	216599
NH	2010.00	245433	213425
NH	2010.25	254399	220625
NJ	2000.00	200858	174675
NJ	2000.25	208470	180086
NJ	2000.50	214453	184789
NJ	2000.75	218091	187457
NJ	2001.00	222853	191128
NJ	2001.25	231003	198019
NJ	2001.50	240112	205626
NJ	2001.75	245093	209495
NJ	2002.00	250031	213506
NJ	2002.25	262384	223977
NJ	2002.50	273585	233438
NJ	2002.75	281331	240573
NJ	2003.00	284384	243317
NJ	2003.25	297270	254385
NJ	2003.50	308311	264048
NJ	2003.75	316374	271137
NJ	2004.00	317105	271743
NJ	2004.25	331099	283633
NJ	2004.50	342310	293648
NJ	2004.75	351589	302188
NJ	2005.00	357923	307986
NJ	2005.25	373031	322993
NJ	2005.50	384047	333121
NJ	2005.75	389005	337758
NJ	2006.00	393269	341830
NJ	2006.25	401432	349000
NJ	2006.50	403045	350403
NJ	2006.75	397448	346030
NJ	2007.00	394765	344337
NJ	2007.25	394240	343827
NJ	2007.50	389559	339665
NJ	2007.75	381679	333016
NJ	2008.00	373916	326261
NJ	2008.25	365110	318439
NJ	2008.50	357874	311350
NJ	2008.75	347751	301939
NJ	2009.00	337446	292955
NJ	2009.25	331292	287718
NJ	2009.50	331283	287571
NJ	2009.75	326914	283822
NJ	2010.00	318315	276180
NJ	2010.25	325722	282633
NM	2000.00	123624	107158
NM	2000.25	126174	109050
NM	2000.50	127273	109845
NM	2000.75	126764	109152
NM	2001.00	128658	110397
NM	2001.25	131737	112717
NM	2001.50	132727	113227
NM	2001.75	133031	113183
NM	2002.00	135003	114610
NM	2002.25	138893	117656
NM	2002.50	140899	119115
NM	2002.75	142086	119971
NM	2003.00	143814	121133
NM	2003.25	147917	124225
NM	2003.50	150917	126634
NM	2003.75	153578	128744
NM	2004.00	155242	130079
NM	2004.25	160543	134411
NM	2004.50	164453	137650
NM	2004.75	166864	139527
NM	2005.00	172181	143831
NM	2005.25	178044	148840
NM	2005.50	185187	154610
NM	2005.75	190466	159144
NM	2006.00	193378	161755
NM	2006.25	203020	169710
NM	2006.50	207875	174030
NM	2006.75	210400	176435
NM	2007.00	210792	177050
NM	2007.25	214483	180355
NM	2007.50	212686	179068
NM	2007.75	209631	176534
NM	2008.00	208681	175777
NM	2008.25	208141	175736
NM	2008.50	205217	173633
NM	2008.75	200789	170039
NM	2009.00	195860	165956
NM	2009.25	197176	167356
NM	2009.50	196216	166826
NM	2009.75	193212	164688
NM	2010.00	190476	162451
NM	2010.25	188610	161176
NV	2000.00	172486	138100
NV	2000.25	176681	140706
NV	2000.50	179316	142206
NV	2000.75	181690	143828
NV	2001.00	184613	145696
NV	2001.25	187861	148503
NV	2001.50	191512	151582
NV	2001.75	194136	153494
NV	2002.00	196562	155140
NV	2002.25	201953	159307
NV	2002.50	205718	162459
NV	2002.75	207881	165643
NV	2003.00	211820	168845
NV	2003.25	219853	175493
NV	2003.50	229770	183410
NV	2003.75	240735	193299
NV	2004.00	254139	206256
NV	2004.25	280464	228688
NV	2004.50	304177	249133
NV	2004.75	316630	260302
NV	2005.00	327567	271038
NV	2005.25	343838	286602
NV	2005.50	355490	298097
NV	2005.75	358697	303092
NV	2006.00	359825	306419
NV	2006.25	361440	308372
NV	2006.50	356366	304643
NV	2006.75	350514	299853
NV	2007.00	343026	293218
NV	2007.25	334875	286391
NV	2007.50	321329	274668
NV	2007.75	297186	254191
NV	2008.00	269954	231080
NV	2008.25	256305	219721
NV	2008.50	240377	206446
NV	2008.75	217593	187168
NV	2009.00	199332	171729
NV	2009.25	187169	161238
NV	2009.50	182815	157191
NV	2009.75	181443	155826
NV	2010.00	179626	153925
NV	2010.25	179627	153364
NY	2000.00	166063	140191
NY	2000.25	171435	144207
NY	2000.50	178618	149904
NY	2000.75	181149	151845
NY	2001.00	183536	153570
NY	2001.25	189954	159043
NY	2001.50	197734	165431
NY	2001.75	202439	169272
NY	2002.00	204698	171398
NY	2002.25	212491	177902
NY	2002.50	221519	185729
NY	2002.75	228758	192086
NY	2003.00	234003	196721
NY	2003.25	242519	203936
NY	2003.50	252585	212634
NY	2003.75	258012	217530
NY	2004.00	257529	217399
NY	2004.25	267163	225547
NY	2004.50	275371	232576
NY	2004.75	282435	238777
NY	2005.00	286329	242320
NY	2005.25	298652	252944
NY	2005.50	310448	262795
NY	2005.75	319508	270289
NY	2006.00	321794	271880
NY	2006.25	329308	277722
NY	2006.50	333950	281159
NY	2006.75	335278	281796
NY	2007.00	333100	279435
NY	2007.25	334488	279782
NY	2007.50	335966	279873
NY	2007.75	332384	276152
NY	2008.00	326565	270094
NY	2008.25	325824	268844
NY	2008.50	320230	263545
NY	2008.75	311667	256076
NY	2009.00	301754	247773
NY	2009.25	301862	247838
NY	2009.50	304431	249879
NY	2009.75	299764	246227
NY	2010.00	292542	240132
NY	2010.25	299812	245858
OH	2000.00	121440	105574
OH	2000.25	124437	108115
OH	2000.50	125341	108857
OH	2000.75	126353	109593
OH	2001.00	126912	110092
OH	2001.25	128853	111786
OH	2001.50	129989	112776
OH	2001.75	130422	113094
OH	2002.00	130990	113523
OH	2002.25	133360	115600
OH	2002.50	134506	116595
OH	2002.75	134851	116867
OH	2003.00	135117	116998
OH	2003.25	137962	119467
OH	2003.50	139191	120524
OH	2003.75	140113	121345
OH	2004.00	137915	119631
OH	2004.25	140686	122002
OH	2004.50	141976	123108
OH	2004.75	141645	122828
OH	2005.00	141648	122864
OH	2005.25	145512	126154
OH	2005.50	146444	126974
OH	2005.75	145227	125916
OH	2006.00	143778	124581
OH	2006.25	147300	127500
OH	2006.50	147982	127958
OH	2006.75	144898	125217
OH	2007.00	141976	122632
OH	2007.25	144207	124391
OH	2007.50	142969	123248
OH	2007.75	136493	117647
OH	2008.00	132293	113999
OH	2008.25	135736	116786
OH	2008.50	132914	114392
OH	2008.75	122425	105239
OH	2009.00	118917	102129
OH	2009.25	125969	108200
OH	2009.50	130512	112138
OH	2009.75	129388	111275
OH	2010.00	125561	108044
OH	2010.25	132093	113730
OK	2000.00	91320	78663
OK	2000.25	92151	79829
OK	2000.50	93174	80563
OK	2000.75	93109	80460
OK	2001.00	94081	81143
OK	2001.25	95437	82253
OK	2001.50	96993	83548
OK	2001.75	97765	84074
OK	2002.00	98260	84552
OK	2002.25	99851	85845
OK	2002.50	101510	87174
OK	2002.75	101942	87442
OK	2003.00	103153	88292
OK	2003.25	105011	89874
OK	2003.50	106642	91129
OK	2003.75	107056	91518
OK	2004.00	107271	91709
OK	2004.25	109565	93609
OK	2004.50	110977	94808
OK	2004.75	112647	96174
OK	2005.00	114125	97449
OK	2005.25	115854	98941
OK	2005.50	118817	101464
OK	2005.75	120571	102889
OK	2006.00	121995	104154
OK	2006.25	124848	106559
OK	2006.50	126342	107683
OK	2006.75	126231	107510
OK	2007.00	127776	108650
OK	2007.25	130093	110508
OK	2007.50	132065	112133
OK	2007.75	131052	111300
OK	2008.00	129800	110386
OK	2008.25	132636	112859
OK	2008.50	133796	113918
OK	2008.75	131143	111663
OK	2009.00	130713	111560
OK	2009.25	133250	113879
OK	2009.50	135248	115846
OK	2009.75	134494	115548
OK	2010.00	131778	113490
OK	2010.25	137614	118771
OR	2000.00	155926	138338
OR	2000.25	158445	140492
OR	2000.50	159439	141306
OR	2000.75	160410	141979
OR	2001.00	162670	143818
OR	2001.25	165070	145891
OR	2001.50	167463	147796
OR	2001.75	168208	148330
OR	2002.00	169552	149476
OR	2002.25	173087	152426
OR	2002.50	176158	155083
OR	2002.75	177902	156369
OR	2003.00	180479	158459
OR	2003.25	184596	162049
OR	2003.50	189006	165750
OR	2003.75	192041	168116
OR	2004.00	194474	170107
OR	2004.25	201919	176569
OR	2004.50	209616	183048
OR	2004.75	215379	188074
OR	2005.00	222468	194102
OR	2005.25	235094	205027
OR	2005.50	248918	217085
OR	2005.75	257820	224829
OR	2006.00	266053	231758
OR	2006.25	278183	242298
OR	2006.50	285018	248251
OR	2006.75	285750	248847
OR	2007.00	288348	251043
OR	2007.25	294166	256098
OR	2007.50	292436	254688
OR	2007.75	283881	247456
OR	2008.00	278883	243306
OR	2008.25	277045	241845
OR	2008.50	270235	236080
OR	2008.75	257064	224840
OR	2009.00	249139	218190
OR	2009.25	244229	214277
OR	2009.50	243506	213878
OR	2009.75	239670	210717
OR	2010.00	227892	200616
OR	2010.25	234853	206977
PA	2000.00	117279	100715
PA	2000.25	120120	103051
PA	2000.50	121812	104271
PA	2000.75	122991	105082
PA	2001.00	123273	105149
PA	2001.25	127266	108287
PA	2001.50	129945	110412
PA	2001.75	130443	110656
PA	2002.00	132262	112182
PA	2002.25	135779	115058
PA	2002.50	139192	117794
PA	2002.75	141345	119500
PA	2003.00	142782	120673
PA	2003.25	146830	124033
PA	2003.50	151225	127752
PA	2003.75	152373	128832
PA	2004.00	153574	129701
PA	2004.25	159580	134928
PA	2004.50	163413	138162
PA	2004.75	165410	139872
PA	2005.00	167335	141473
PA	2005.25	174168	147277
PA	2005.50	179679	151985
PA	2005.75	180664	152894
PA	2006.00	182123	154098
PA	2006.25	188347	159439
PA	2006.50	189926	160848
PA	2006.75	189173	160248
PA	2007.00	188136	159420
PA	2007.25	191075	161909
PA	2007.50	191592	162530
PA	2007.75	189021	160406
PA	2008.00	185878	157859
PA	2008.25	187339	159147
PA	2008.50	186723	158686
PA	2008.75	182293	155028
PA	2009.00	177644	151252
PA	2009.25	181690	154897
PA	2009.50	180607	154347
PA	2009.75	179261	153585
PA	2010.00	173885	149333
PA	2010.25	178266	153439
RI	2000.00	160991	138459
RI	2000.25	168544	144691
RI	2000.50	174262	149000
RI	2000.75	176649	150707
RI	2001.00	180796	153535
RI	2001.25	189669	160731
RI	2001.50	197710	167126
RI	2001.75	204055	172193
RI	2002.00	209117	176242
RI	2002.25	221035	186017
RI	2002.50	234206	196936
RI	2002.75	244020	205143
RI	2003.00	250938	210490
RI	2003.25	261273	219481
RI	2003.50	272178	228844
RI	2003.75	280036	235607
RI	2004.00	287875	242582
RI	2004.25	304189	256417
RI	2004.50	319348	269538
RI	2004.75	324035	274156
RI	2005.00	331399	281620
RI	2005.25	340869	291085
RI	2005.50	346945	297394
RI	2005.75	344524	296002
RI	2006.00	346357	298458
RI	2006.25	348348	300890
RI	2006.50	348580	301325
RI	2006.75	341554	295261
RI	2007.00	332010	287217
RI	2007.25	333184	288228
RI	2007.50	326920	282229
RI	2007.75	313903	270415
RI	2008.00	301495	259965
RI	2008.25	293920	253517
RI	2008.50	281792	242514
RI	2008.75	273608	235114
RI	2009.00	268358	230140
RI	2009.25	266846	228716
RI	2009.50	265287	227651
RI	2009.75	268022	229759
RI	2010.00	257997	221194
RI	2010.25	269788	230354
SC	2000.00	130030	107171
SC	2000.25	132233	109233
SC	2000.50	133976	110594
SC	2000.75	133828	110443
SC	2001.00	135100	111147
SC	2001.25	137183	112744
SC	2001.50	139069	114080
SC	2001.75	138413	114185
SC	2002.00	140087	115551
SC	2002.25	140952	116414
SC	2002.50	142585	117516
SC	2002.75	143351	118045
SC	2003.00	144401	118893
SC	2003.25	146928	120775
SC	2003.50	147848	121427
SC	2003.75	149062	122201
SC	2004.00	150299	123083
SC	2004.25	152872	124870
SC	2004.50	156348	127430
SC	2004.75	159904	129946
SC	2005.00	162417	131960
SC	2005.25	167692	135733
SC	2005.50	172990	139676
SC	2005.75	176776	142455
SC	2006.00	179445	144268
SC	2006.25	185157	148165
SC	2006.50	187700	149989
SC	2006.75	189224	150795
SC	2007.00	191440	152002
SC	2007.25	194350	153825
SC	2007.50	192894	152468
SC	2007.75	188683	148936
SC	2008.00	189390	149005
SC	2008.25	187614	147638
SC	2008.50	183612	144540
SC	2008.75	175716	138497
SC	2009.00	172912	135838
SC	2009.25	174270	137115
SC	2009.50	173738	137039
SC	2009.75	172861	136597
SC	2010.00	166605	131720
SC	2010.25	171514	135855
SD	2000.00	104646	91971
SD	2000.25	108257	94964
SD	2000.50	110107	96323
SD	2000.75	109853	96020
SD	2001.00	112656	98653
SD	2001.25	115225	100765
SD	2001.50	117909	103089
SD	2001.75	118365	103444
SD	2002.00	119546	104395
SD	2002.25	122852	107313
SD	2002.50	123595	108052
SD	2002.75	125431	109741
SD	2003.00	126956	111276
SD	2003.25	130426	114654
SD	2003.50	133313	117444
SD	2003.75	132561	117161
SD	2004.00	135500	120040
SD	2004.25	138401	122777
SD	2004.50	141695	125852
SD	2004.75	142763	127185
SD	2005.00	146195	130275
SD	2005.25	151559	135164
SD	2005.50	152129	135882
SD	2005.75	155141	138769
SD	2006.00	155989	139404
SD	2006.25	161508	144579
SD	2006.50	161745	144801
SD	2006.75	162093	145299
SD	2007.00	163820	146735
SD	2007.25	167748	150149
SD	2007.50	169021	151137
SD	2007.75	170166	152224
SD	2008.00	171518	153301
SD	2008.25	173907	155104
SD	2008.50	173138	154435
SD	2008.75	170314	151717
SD	2009.00	172523	153488
SD	2009.25	175827	156344
SD	2009.50	176248	156588
SD	2009.75	174125	154651
SD	2010.00	176119	156463
SD	2010.25	175849	156243
TN	2000.00	112128	88530
TN	2000.25	114246	90444
TN	2000.50	115029	90916
TN	2000.75	115676	91394
TN	2001.00	116018	91601
TN	2001.25	119213	93898
TN	2001.50	119555	94118
TN	2001.75	120807	94988
TN	2002.00	121132	95161
TN	2002.25	123922	97188
TN	2002.50	124687	97746
TN	2002.75	123936	98136
TN	2003.00	125900	99400
TN	2003.25	127434	100580
TN	2003.50	129317	101975
TN	2003.75	130161	102546
TN	2004.00	131236	103395
TN	2004.25	134509	105885
TN	2004.50	137467	108243
TN	2004.75	139278	109725
TN	2005.00	142160	111995
TN	2005.25	145966	114925
TN	2005.50	149589	117886
TN	2005.75	152652	120252
TN	2006.00	155282	122268
TN	2006.25	158446	124907
TN	2006.50	161501	127299
TN	2006.75	163060	128536
TN	2007.00	163547	128862
TN	2007.25	166292	131017
TN	2007.50	167000	131488
TN	2007.75	164461	129387
TN	2008.00	161949	127538
TN	2008.25	163087	128407
TN	2008.50	161829	127221
TN	2008.75	155660	122137
TN	2009.00	153245	120050
TN	2009.25	156223	122417
TN	2009.50	157919	123748
TN	2009.75	157028	122956
TN	2010.00	152040	118940
TN	2010.25	158176	123613
TX	2000.00	114205	96405
TX	2000.25	116799	98544
TX	2000.50	118761	100137
TX	2000.75	120122	101226
TX	2001.00	121195	102129
TX	2001.25	123773	104236
TX	2001.50	125274	105416
TX	2001.75	125755	105793
TX	2002.00	126572	106483
TX	2002.25	128938	108474
TX	2002.50	129894	109236
TX	2002.75	130323	109557
TX	2003.00	131102	110197
TX	2003.25	132461	111297
TX	2003.50	132884	111592
TX	2003.75	133438	112022
TX	2004.00	133364	111904
TX	2004.25	136357	114207
TX	2004.50	137462	115030
TX	2004.75	138357	115674
TX	2005.00	139058	116246
TX	2005.25	142428	118912
TX	2005.50	144794	120766
TX	2005.75	146501	122021
TX	2006.00	149113	124078
TX	2006.25	152337	126529
TX	2006.50	154330	128055
TX	2006.75	155683	128994
TX	2007.00	157840	130603
TX	2007.25	161913	133741
TX	2007.50	162881	134501
TX	2007.75	160852	132770
TX	2008.00	160194	132281
TX	2008.25	161250	133250
TX	2008.50	161929	134055
TX	2008.75	155966	129392
TX	2009.00	154720	128510
TX	2009.25	158571	132038
TX	2009.50	160026	133542
TX	2009.75	158743	132889
TX	2010.00	157123	131764
TX	2010.25	160510	134854
UT	2000.00	150740	133909
UT	2000.25	152453	135466
UT	2000.50	153586	136363
UT	2000.75	153922	136571
UT	2001.00	154602	137056
UT	2001.25	156659	138713
UT	2001.50	157103	138874
UT	2001.75	157637	139017
UT	2002.00	157355	138624
UT	2002.25	159192	140051
UT	2002.50	160193	140773
UT	2002.75	161476	141457
UT	2003.00	160846	140744
UT	2003.25	163693	143069
UT	2003.50	165614	144443
UT	2003.75	165818	144478
UT	2004.00	167040	145328
UT	2004.25	173708	150820
UT	2004.50	177405	153468
UT	2004.75	180945	155806
UT	2005.00	186569	160194
UT	2005.25	194772	166726
UT	2005.50	205179	175045
UT	2005.75	213291	181395
UT	2006.00	222081	188459
UT	2006.25	235014	198849
UT	2006.50	245603	207740
UT	2006.75	256805	216938
UT	2007.00	262787	221858
UT	2007.25	275006	231897
UT	2007.50	278137	234372
UT	2007.75	271981	229554
UT	2008.00	269271	227254
UT	2008.25	267303	226009
UT	2008.50	263369	222758
UT	2008.75	249939	211593
UT	2009.00	240418	203729
UT	2009.25	237882	202054
UT	2009.50	234794	199920
UT	2009.75	229653	196381
UT	2010.00	219928	188542
UT	2010.25	226030	194147
VA	2000.00	151209	130500
VA	2000.25	156747	135153
VA	2000.50	160742	138406
VA	2000.75	162827	140137
VA	2001.00	167532	144081
VA	2001.25	173754	149283
VA	2001.50	178607	153201
VA	2001.75	180805	154856
VA	2002.00	185765	158742
VA	2002.25	193930	165549
VA	2002.50	199260	169975
VA	2002.75	202795	172873
VA	2003.00	208403	177617
VA	2003.25	216718	184507
VA	2003.50	222893	189655
VA	2003.75	228927	194888
VA	2004.00	236444	200959
VA	2004.25	248853	211269
VA	2004.50	261218	221699
VA	2004.75	269338	228856
VA	2005.00	281662	239477
VA	2005.25	299653	254984
VA	2005.50	312454	265948
VA	2005.75	317701	270579
VA	2006.00	322409	274515
VA	2006.25	329650	280750
VA	2006.50	327004	278534
VA	2006.75	325700	277679
VA	2007.00	321238	274254
VA	2007.25	320924	274114
VA	2007.50	314171	268595
VA	2007.75	303058	259288
VA	2008.00	289619	247705
VA	2008.25	285939	244567
VA	2008.50	275794	235929
VA	2008.75	262382	224110
VA	2009.00	256672	219148
VA	2009.25	261149	222997
VA	2009.50	264549	225960
VA	2009.75	267487	228420
VA	2010.00	260603	222720
VA	2010.25	268338	229420
VT	2000.00	136132	120662
VT	2000.25	143083	126744
VT	2000.50	145612	129040
VT	2000.75	149099	131621
VT	2001.00	151296	133463
VT	2001.25	158243	139391
VT	2001.50	159127	139870
VT	2001.75	163171	143444
VT	2002.00	164547	144168
VT	2002.25	170022	148747
VT	2002.50	176044	153651
VT	2002.75	177161	154281
VT	2003.00	178690	155306
VT	2003.25	183621	159370
VT	2003.50	190972	165509
VT	2003.75	195184	168704
VT	2004.00	198719	172122
VT	2004.25	213463	184669
