survived,pclass,sex,age,sibsp,parch,fare,embarked
1,3rd,male,20,0,0,7.92500019,Southampton
1,3rd,female,18,0,0,7.22919989,Cherbourg
0,3rd,male,30,0,0,7.25,Southampton
0,3rd,male,26,0,0,8.05000019,Southampton
0,3rd,female,40,1,0,9.47500038,Southampton
1,3rd,male,0.833299994,0,1,9.35000038,Southampton
1,3rd,female,18,0,1,9.35000038,Southampton
1,3rd,male,26,0,0,18.7875004,Cherbourg
0,3rd,male,26,0,0,7.88749981,Southampton
0,3rd,male,20,0,0,7.92500019,Southampton
0,3rd,male,24,0,0,7.05000019,Southampton
0,3rd,male,25,0,0,7.05000019,Southampton
0,3rd,male,35,0,0,8.05000019,Southampton
0,3rd,male,18,0,0,8.30000019,Southampton
0,3rd,male,32,0,0,22.5249996,Southampton
1,3rd,female,19,1,0,7.85419989,Southampton
0,3rd,male,4,4,2,31.2749996,Southampton
0,3rd,female,6,4,2,31.2749996,Southampton
0,3rd,female,2,4,2,31.2749996,Southampton
1,3rd,female,17,4,2,7.92500019,Southampton
0,3rd,female,38,4,2,7.7750001,Southampton
0,3rd,female,9,4,2,31.2749996,Southampton
0,3rd,female,11,4,2,31.2749996,Southampton
0,3rd,male,39,1,5,31.2749996,Southampton
1,3rd,male,27,0,0,7.79580021,Southampton
0,3rd,male,26,0,0,7.7750001,Southampton
0,3rd,female,39,1,5,31.2749996,Southampton
0,3rd,male,20,0,0,7.85419989,Southampton
0,3rd,male,26,0,0,7.89580011,Southampton
0,3rd,male,25,1,0,17.7999992,Southampton
0,3rd,female,18,1,0,17.7999992,Southampton
0,3rd,male,24,0,0,7.7750001,Southampton
0,3rd,male,35,0,0,7.05000019,Southampton
0,3rd,male,5,4,2,31.3875008,Southampton
0,3rd,male,9,4,2,31.3875008,Southampton
1,3rd,male,3,4,2,31.3875008,Southampton
0,3rd,male,13,4,2,31.3875008,Southampton
1,3rd,female,5,4,2,31.3875008,Southampton
0,3rd,male,40,1,5,31.3875008,Southampton
1,3rd,male,23,0,0,7.79580021,Southampton
1,3rd,female,38,1,5,31.3875008,Southampton
1,3rd,female,45,0,0,7.2249999,Cherbourg
0,3rd,male,21,0,0,7.2249999,Cherbourg
0,3rd,male,23,0,0,7.05000019,Southampton
0,3rd,female,17,0,0,14.4582996,Cherbourg
0,3rd,male,30,0,0,7.2249999,Cherbourg
0,3rd,male,23,0,0,7.85419989,Southampton
1,3rd,female,13,0,0,7.22919989,Cherbourg
0,3rd,male,20,0,0,7.2249999,Cherbourg
0,3rd,male,32,1,0,15.8500004,Southampton
1,3rd,female,33,3,0,15.8500004,Southampton
1,3rd,female,0.75,2,1,19.2583008,Cherbourg
1,3rd,female,0.75,2,1,19.2583008,Cherbourg
1,3rd,female,5,2,1,19.2583008,Cherbourg
1,3rd,female,24,0,3,19.2583008,Cherbourg
1,3rd,female,18,0,0,8.05000019,Southampton
0,3rd,male,40,0,0,7.2249999,Cherbourg
0,3rd,male,26,0,0,7.89580011,Southampton
1,3rd,male,20,0,0,7.22919989,Cherbourg
0,3rd,female,18,0,1,14.4541998,Cherbourg
0,3rd,female,45,0,1,14.4541998,Cherbourg
0,3rd,female,27,0,0,7.87919998,Queenstown
0,3rd,male,22,0,0,8.05000019,Southampton
0,3rd,male,19,0,0,8.05000019,Southampton
0,3rd,male,26,0,0,7.7750001,Southampton
0,3rd,male,22,0,0,9.35000038,Southampton
0,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,male,20,0,0,4.01249981,Cherbourg
1,3rd,male,32,0,0,56.4958,Southampton
0,3rd,male,21,0,0,7.7750001,Southampton
0,3rd,male,18,0,0,7.75,Southampton
0,3rd,male,26,0,0,7.89580011,Southampton
0,3rd,male,6,1,1,15.2458,Cherbourg
0,3rd,female,9,1,1,15.2458,Cherbourg
0,3rd,male,NA,0,0,7.2249999,Cherbourg
0,3rd,female,NA,0,2,15.2458,Cherbourg
0,3rd,female,NA,0,2,7.75,Queenstown
0,3rd,male,40,1,1,15.5,Queenstown
0,3rd,female,32,1,1,15.5,Queenstown
0,3rd,male,21,0,0,16.1000004,Southampton
1,3rd,female,22,0,0,7.7249999,Queenstown
0,3rd,female,20,0,0,7.85419989,Southampton
0,3rd,male,29,1,0,7.04580021,Southampton
0,3rd,male,22,1,0,7.25,Southampton
0,3rd,male,22,0,0,7.79580021,Southampton
0,3rd,male,35,0,0,8.05000019,Southampton
0,3rd,female,18.5,0,0,7.28329992,Queenstown
1,3rd,male,21,0,0,7.82079983,Queenstown
0,3rd,male,19,0,0,6.75,Queenstown
0,3rd,female,18,0,0,7.87919998,Queenstown
0,3rd,female,21,0,0,8.66250038,Southampton
0,3rd,female,30,0,0,8.66250038,Southampton
0,3rd,male,18,0,0,8.66250038,Southampton
0,3rd,male,38,0,0,8.66250038,Southampton
0,3rd,male,17,0,0,8.66250038,Southampton
0,3rd,male,17,0,0,8.66250038,Southampton
0,3rd,female,21,0,0,7.75,Queenstown
0,3rd,male,21,0,0,7.75,Queenstown
0,3rd,male,21,0,0,8.05000019,Southampton
0,3rd,male,NA,1,0,14.4582996,Cherbourg
0,3rd,female,NA,1,0,14.4582996,Cherbourg
0,3rd,male,28,0,0,7.79580021,Southampton
0,3rd,male,24,0,0,7.85419989,Southampton
1,3rd,female,16,0,0,7.75,Queenstown
0,3rd,female,37,0,0,7.75,Queenstown
0,3rd,male,28,0,0,7.25,Southampton
0,3rd,male,24,0,0,8.05000019,Southampton
0,3rd,male,21,0,0,7.73330021,Queenstown
1,3rd,male,32,0,0,56.4958,Southampton
0,3rd,male,29,0,0,8.05000019,Southampton
0,3rd,male,26,1,0,14.4541998,Cherbourg
0,3rd,male,18,1,0,14.4541998,Cherbourg
0,3rd,male,20,0,0,7.05000019,Southampton
1,3rd,male,18,0,0,8.05000019,Southampton
0,3rd,male,24,0,0,7.25,Queenstown
0,3rd,male,36,0,0,7.49580002,Southampton
0,3rd,male,24,0,0,7.49580002,Southampton
0,3rd,male,31,0,0,7.73330021,Queenstown
0,3rd,male,31,0,0,7.75,Queenstown
1,3rd,female,22,0,0,7.75,Queenstown
0,3rd,female,30,0,0,7.62919998,Queenstown
0,3rd,male,70.5,0,0,7.75,Queenstown
0,3rd,male,43,0,0,8.05000019,Southampton
0,3rd,male,35,0,0,7.89580011,Southampton
0,3rd,male,27,0,0,7.89580011,Southampton
0,3rd,male,19,0,0,7.89580011,Southampton
0,3rd,male,30,0,0,8.05000019,Southampton
1,3rd,male,9,1,1,15.8999996,Southampton
1,3rd,male,3,1,1,15.8999996,Southampton
1,3rd,female,36,0,2,15.8999996,Southampton
0,3rd,male,59,0,0,7.25,Southampton
0,3rd,male,19,0,0,8.1583004,Southampton
1,3rd,female,17,0,1,16.1000004,Southampton
0,3rd,male,44,0,1,16.1000004,Southampton
0,3rd,male,17,0,0,8.66250038,Southampton
0,3rd,male,22.5,0,0,7.2249999,Cherbourg
1,3rd,male,45,0,0,8.05000019,Southampton
0,3rd,female,22,0,0,10.5166998,Southampton
0,3rd,male,19,0,0,10.1708002,Southampton
1,3rd,female,30,0,0,6.94999981,Queenstown
1,3rd,male,29,0,0,7.75,Queenstown
0,3rd,male,0.333299994,0,2,14.3999996,Southampton
0,3rd,male,34,1,1,14.3999996,Southampton
0,3rd,female,28,1,1,14.3999996,Southampton
0,3rd,male,27,0,0,7.89580011,Southampton
0,3rd,male,25,0,0,7.89580011,Southampton
0,3rd,male,24,2,0,24.1499996,Southampton
0,3rd,male,22,0,0,8.05000019,Southampton
0,3rd,male,21,2,0,24.1499996,Southampton
0,3rd,male,17,2,0,8.05000019,Southampton
0,3rd,male,NA,1,0,16.1000004,Southampton
1,3rd,female,NA,1,0,16.1000004,Southampton
1,3rd,male,36.5,1,0,17.3999996,Southampton
1,3rd,female,36,1,0,17.3999996,Southampton
1,3rd,male,30,0,0,9.5,Southampton
0,3rd,male,16,0,0,9.5,Southampton
1,3rd,male,1,1,2,20.5750008,Southampton
1,3rd,female,0.166700006,1,2,20.5750008,Southampton
0,3rd,male,26,1,2,20.5750008,Southampton
1,3rd,female,33,1,2,20.5750008,Southampton
0,3rd,male,25,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,22,0,0,7.25,Southampton
0,3rd,male,36,0,0,7.25,Southampton
1,3rd,female,19,0,0,7.87919998,Queenstown
0,3rd,male,17,0,0,7.89580011,Southampton
0,3rd,male,42,0,0,8.66250038,Southampton
0,3rd,male,43,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,male,32,0,0,7.75,Queenstown
1,3rd,male,19,0,0,8.05000019,Southampton
1,3rd,female,30,0,0,12.4750004,Southampton
0,3rd,female,24,0,0,7.75,Queenstown
1,3rd,female,23,0,0,8.05000019,Southampton
0,3rd,male,33,0,0,7.89580011,Cherbourg
0,3rd,male,65,0,0,7.75,Queenstown
1,3rd,male,24,0,0,7.55000019,Southampton
0,3rd,male,23,1,0,13.8999996,Southampton
1,3rd,female,22,1,0,13.8999996,Southampton
0,3rd,male,18,0,0,7.7750001,Southampton
0,3rd,male,16,0,0,7.7750001,Southampton
0,3rd,male,45,0,0,6.9749999,Southampton
0,3rd,male,NA,0,0,7.2249999,Cherbourg
0,3rd,male,39,0,2,7.22919989,Cherbourg
0,3rd,male,17,1,1,7.22919989,Cherbourg
0,3rd,male,15,1,1,7.22919989,Cherbourg
0,3rd,male,47,0,0,7.25,Southampton
1,3rd,female,5,0,0,12.4750004,Southampton
0,3rd,male,NA,0,0,7.2249999,Cherbourg
0,3rd,male,40.5,0,0,15.1000004,Southampton
0,3rd,male,40.5,0,0,7.75,Queenstown
1,3rd,male,NA,0,0,7.05000019,Southampton
0,3rd,male,18,0,0,7.79580021,Southampton
0,3rd,female,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,6.94999981,Queenstown
0,3rd,male,26,0,0,7.87919998,Queenstown
0,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,male,NA,0,0,56.4958,Southampton
0,3rd,female,21,2,2,34.375,Southampton
0,3rd,female,9,2,2,34.375,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,18,2,2,34.375,Southampton
0,3rd,male,16,1,3,34.375,Southampton
0,3rd,female,48,1,3,34.375,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.25,Southampton
0,3rd,male,25,0,0,7.74170017,Queenstown
0,3rd,male,NA,0,0,14.5,Southampton
0,3rd,male,NA,0,0,7.89580011,Cherbourg
0,3rd,male,22,0,0,8.05000019,Southampton
1,3rd,female,16,0,0,7.73330021,Queenstown
1,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,male,9,0,2,20.5249996,Southampton
0,3rd,male,33,1,1,20.5249996,Southampton
0,3rd,male,41,0,0,7.8499999,Southampton
1,3rd,female,31,1,1,20.5249996,Southampton
0,3rd,male,38,0,0,7.05000019,Southampton
0,3rd,male,9,5,2,46.9000015,Southampton
0,3rd,male,1,5,2,46.9000015,Southampton
0,3rd,male,11,5,2,46.9000015,Southampton
0,3rd,female,10,5,2,46.9000015,Southampton
0,3rd,female,16,5,2,46.9000015,Southampton
0,3rd,male,14,5,2,46.9000015,Southampton
0,3rd,male,40,1,6,46.9000015,Southampton
0,3rd,female,43,1,6,46.9000015,Southampton
0,3rd,male,51,0,0,8.05000019,Southampton
0,3rd,male,32,0,0,8.36250019,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,20,0,0,9.8458004,Southampton
0,3rd,male,37,2,0,7.92500019,Southampton
0,3rd,male,28,2,0,7.92500019,Southampton
0,3rd,male,19,0,0,7.7750001,Southampton
0,3rd,female,24,0,0,8.85000038,Southampton
0,3rd,female,17,0,0,7.73330021,Queenstown
0,3rd,male,NA,1,0,19.9666996,Southampton
0,3rd,male,NA,1,0,19.9666996,Southampton
0,3rd,male,28,1,0,15.8500004,Southampton
1,3rd,female,24,1,0,15.8500004,Southampton
0,3rd,male,20,0,0,9.5,Southampton
0,3rd,male,23.5,0,0,7.22919989,Cherbourg
0,3rd,male,41,2,0,14.1083002,Southampton
0,3rd,male,26,1,0,7.85419989,Southampton
0,3rd,male,21,0,0,7.85419989,Southampton
1,3rd,female,45,1,0,14.1083002,Southampton
0,3rd,female,NA,0,0,7.55000019,Southampton
0,3rd,male,25,0,0,7.25,Southampton
0,3rd,male,NA,0,0,6.85830021,Queenstown
0,3rd,male,11,0,0,18.7875004,Cherbourg
1,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,male,27,0,0,6.9749999,Southampton
1,3rd,male,NA,0,0,56.4958,Southampton
0,3rd,female,18,0,0,6.75,Queenstown
1,3rd,female,26,0,0,7.92500019,Southampton
0,3rd,female,23,0,0,7.92500019,Southampton
1,3rd,female,22,0,0,8.96249962,Southampton
0,3rd,male,28,0,0,7.89580011,Southampton
0,3rd,female,28,0,0,7.7750001,Southampton
0,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,female,2,0,1,12.2875004,Southampton
1,3rd,female,22,1,1,12.2875004,Southampton
0,3rd,male,43,0,0,6.44999981,Southampton
0,3rd,male,28,0,0,22.5249996,Southampton
1,3rd,female,27,0,0,7.92500019,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,female,NA,0,0,8.05000019,Southampton
0,3rd,male,42,0,0,7.6500001,Southampton
1,3rd,male,NA,0,0,7.88749981,Southampton
0,3rd,male,30,0,0,7.22919989,Cherbourg
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,female,27,1,0,7.92500019,Southampton
0,3rd,female,25,1,0,7.92500019,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
1,3rd,male,29,0,0,7.89580011,Cherbourg
1,3rd,male,21,0,0,7.79580021,Southampton
0,3rd,male,NA,0,0,7.05000019,Southampton
0,3rd,male,20,0,0,7.85419989,Southampton
0,3rd,male,48,0,0,7.85419989,Southampton
0,3rd,male,17,1,0,7.05420017,Southampton
1,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,male,NA,0,0,8.11250019,Southampton
0,3rd,male,34,0,0,6.49580002,Southampton
1,3rd,male,26,0,0,7.7750001,Southampton
0,3rd,male,22,0,0,7.79580021,Southampton
0,3rd,male,33,0,0,8.6541996,Southampton
0,3rd,male,31,0,0,7.7750001,Southampton
0,3rd,male,29,0,0,7.85419989,Southampton
1,3rd,male,4,1,1,11.1332998,Southampton
1,3rd,female,1,1,1,11.1332998,Southampton
0,3rd,male,49,0,0,0,Southampton
0,3rd,male,33,0,0,7.7750001,Southampton
0,3rd,male,19,0,0,0,Southampton
1,3rd,female,27,0,2,11.1332998,Southampton
0,3rd,male,NA,1,2,23.4500008,Southampton
0,3rd,female,NA,1,2,23.4500008,Southampton
0,3rd,male,NA,1,2,23.4500008,Southampton
0,3rd,female,NA,1,2,23.4500008,Southampton
0,3rd,male,23,0,0,7.89580011,Southampton
1,3rd,male,32,0,0,7.85419989,Southampton
0,3rd,male,27,0,0,7.85419989,Southampton
0,3rd,female,20,1,0,9.82499981,Southampton
0,3rd,female,21,1,0,9.82499981,Southampton
1,3rd,male,32,0,0,7.92500019,Southampton
0,3rd,male,17,0,0,7.125,Southampton
0,3rd,male,21,0,0,8.43330002,Southampton
0,3rd,male,30,0,0,7.89580011,Southampton
1,3rd,male,21,0,0,7.79580021,Southampton
0,3rd,male,33,0,0,7.85419989,Southampton
0,3rd,male,22,0,0,7.52080011,Southampton
1,3rd,female,4,0,1,13.4167004,Cherbourg
1,3rd,male,39,0,1,13.4167004,Cherbourg
0,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,male,18.5,0,0,7.22919989,Cherbourg
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.25,Southampton
1,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,female,NA,0,0,7.75,Queenstown
0,3rd,male,34.5,0,0,7.82919979,Queenstown
0,3rd,male,44,0,0,8.05000019,Southampton
1,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,1,0,14.4541998,Cherbourg
0,3rd,female,NA,1,0,14.4541998,Cherbourg
0,3rd,male,NA,1,0,7.75,Queenstown
0,3rd,male,NA,1,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.73750019,Queenstown
0,3rd,female,22,2,0,8.66250038,Southampton
0,3rd,male,26,2,0,8.66250038,Southampton
1,3rd,female,4,0,2,22.0249996,Southampton
1,3rd,male,29,3,1,22.0249996,Southampton
1,3rd,female,26,1,1,22.0249996,Southampton
0,3rd,female,1,1,1,12.1833,Southampton
0,3rd,male,18,1,1,7.85419989,Southampton
0,3rd,female,36,0,2,12.1833,Southampton
0,3rd,male,NA,0,0,7.89580011,Cherbourg
1,3rd,male,25,0,0,7.22919989,Cherbourg
0,3rd,male,NA,0,0,7.2249999,Cherbourg
0,3rd,female,37,0,0,9.58749962,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
1,3rd,male,NA,0,0,56.4958,Southampton
0,3rd,male,NA,0,0,56.4958,Southampton
1,3rd,female,22,0,0,7.25,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,male,26,0,0,56.4958,Southampton
0,3rd,male,29,0,0,9.48330021,Southampton
0,3rd,male,29,0,0,7.7750001,Southampton
0,3rd,male,22,0,0,7.7750001,Southampton
1,3rd,male,22,0,0,7.2249999,Cherbourg
0,3rd,male,NA,3,1,25.4666996,Southampton
0,3rd,female,NA,3,1,25.4666996,Southampton
0,3rd,female,NA,3,1,25.4666996,Southampton
0,3rd,female,NA,3,1,25.4666996,Southampton
0,3rd,female,NA,0,4,25.4666996,Southampton
0,3rd,male,32,0,0,7.92500019,Southampton
0,3rd,male,34.5,0,0,6.4375,Cherbourg
0,3rd,female,NA,1,0,15.5,Queenstown
0,3rd,male,NA,1,0,15.5,Queenstown
0,3rd,male,36,0,0,0,Southampton
0,3rd,male,39,0,0,24.1499996,Southampton
0,3rd,male,24,0,0,9.5,Southampton
0,3rd,female,25,0,0,7.7750001,Southampton
0,3rd,female,45,0,0,7.75,Southampton
0,3rd,male,36,1,0,15.5500002,Southampton
0,3rd,female,30,1,0,15.5500002,Southampton
1,3rd,male,20,1,0,7.92500019,Southampton
0,3rd,male,NA,0,0,7.87919998,Queenstown
0,3rd,male,28,0,0,56.4958,Southampton
0,3rd,male,NA,0,0,7.55000019,Southampton
0,3rd,male,30,1,0,16.1000004,Southampton
0,3rd,female,26,1,0,16.1000004,Southampton
0,3rd,male,NA,0,0,7.87919998,Southampton
0,3rd,male,20.5,0,0,7.25,Southampton
1,3rd,male,27,0,0,8.66250038,Southampton
0,3rd,male,51,0,0,7.05420017,Southampton
1,3rd,female,23,0,0,7.85419989,Southampton
1,3rd,male,32,0,0,7.57919979,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.55000019,Southampton
1,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,male,24,0,0,7.14169979,Southampton
0,3rd,male,22,0,0,7.125,Southampton
0,3rd,female,NA,0,0,7.87919998,Queenstown
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,29,0,0,7.92500019,Southampton
1,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,female,30.5,0,0,7.75,Queenstown
1,3rd,female,NA,0,0,7.73750019,Queenstown
0,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,male,35,0,0,7.89580011,Cherbourg
0,3rd,male,33,0,0,7.89580011,Southampton
1,3rd,female,NA,0,0,7.2249999,Cherbourg
0,3rd,male,NA,0,0,7.89580011,Cherbourg
1,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,female,NA,2,0,23.25,Queenstown
1,3rd,female,NA,2,0,23.25,Queenstown
1,3rd,male,NA,2,0,23.25,Queenstown
1,3rd,female,NA,0,0,7.7874999,Queenstown
0,3rd,male,NA,0,0,15.5,Queenstown
1,3rd,female,NA,0,0,7.87919998,Queenstown
1,3rd,female,15,0,0,8.0291996,Queenstown
0,3rd,female,35,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,24,1,0,16.1000004,Southampton
0,3rd,female,19,1,0,16.1000004,Southampton
0,3rd,female,NA,0,0,7.75,Queenstown
0,3rd,female,NA,0,0,8.05000019,Southampton
0,3rd,female,NA,0,0,8.05000019,Southampton
0,3rd,male,55.5,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,male,21,0,0,7.7750001,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,24,0,0,7.89580011,Southampton
0,3rd,male,21,0,0,7.89580011,Southampton
0,3rd,male,28,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
1,3rd,female,NA,0,0,7.87919998,Queenstown
0,3rd,male,25,0,0,7.6500001,Southampton
1,3rd,male,6,0,1,12.4750004,Southampton
1,3rd,female,27,0,1,12.4750004,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
1,3rd,female,NA,1,0,24.1499996,Queenstown
0,3rd,male,NA,1,0,24.1499996,Queenstown
0,3rd,male,NA,0,0,8.45829964,Queenstown
0,3rd,male,34,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,male,NA,0,0,7.7750001,Southampton
1,3rd,male,NA,1,1,15.2458,Cherbourg
1,3rd,male,NA,1,1,15.2458,Cherbourg
1,3rd,female,NA,0,2,15.2458,Cherbourg
1,3rd,female,NA,0,0,7.22919989,Cherbourg
0,3rd,male,NA,0,0,8.05000019,Southampton
1,3rd,female,NA,0,0,7.73330021,Queenstown
1,3rd,female,24,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,8.05000019,Southampton
1,3rd,female,NA,1,0,15.5,Queenstown
1,3rd,female,NA,1,0,15.5,Queenstown
1,3rd,female,NA,0,0,15.5,Queenstown
0,3rd,male,18,0,0,7.75,Southampton
0,3rd,male,22,0,0,7.89580011,Southampton
1,3rd,female,15,0,0,7.2249999,Cherbourg
1,3rd,female,1,0,2,15.7417002,Cherbourg
1,3rd,male,20,1,1,15.7417002,Cherbourg
1,3rd,female,19,1,1,15.7417002,Cherbourg
0,3rd,male,33,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,female,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.89580011,Southampton
1,3rd,male,12,1,0,11.2417002,Cherbourg
1,3rd,female,14,1,0,11.2417002,Cherbourg
0,3rd,female,29,0,0,7.92500019,Southampton
0,3rd,male,28,0,0,8.05000019,Southampton
1,3rd,female,18,0,0,7.7750001,Southampton
1,3rd,female,26,0,0,7.85419989,Southampton
0,3rd,male,21,0,0,7.85419989,Southampton
0,3rd,male,41,0,0,7.125,Southampton
1,3rd,male,39,0,0,7.92500019,Southampton
0,3rd,male,21,0,0,7.80000019,Southampton
0,3rd,male,28.5,0,0,7.22919989,Cherbourg
1,3rd,female,22,0,0,7.75,Southampton
0,3rd,male,61,0,0,6.23750019,Southampton
0,3rd,male,NA,1,0,15.5,Queenstown
0,3rd,male,NA,0,0,7.82919979,Queenstown
1,3rd,female,NA,1,0,15.5,Queenstown
0,3rd,male,NA,0,0,7.73330021,Queenstown
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,23,0,0,9.22500038,Southampton
0,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,female,NA,0,0,7.75,Queenstown
1,3rd,female,NA,0,0,7.87919998,Queenstown
1,3rd,female,22,0,0,7.7750001,Southampton
1,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,female,NA,0,0,7.82919979,Queenstown
1,3rd,male,9,0,1,3.17079997,Southampton
0,3rd,male,28,0,0,22.5249996,Southampton
0,3rd,male,42,0,1,8.4041996,Southampton
0,3rd,male,NA,0,0,7.3125,Southampton
0,3rd,female,31,0,0,7.85419989,Southampton
0,3rd,male,28,0,0,7.85419989,Southampton
1,3rd,male,32,0,0,7.7750001,Southampton
0,3rd,male,20,0,0,9.22500038,Southampton
0,3rd,female,23,0,0,8.66250038,Southampton
0,3rd,female,20,0,0,8.66250038,Southampton
0,3rd,male,20,0,0,8.66250038,Southampton
0,3rd,male,16,0,0,9.2166996,Southampton
1,3rd,female,31,0,0,8.68330002,Southampton
0,3rd,female,NA,0,0,7.62919998,Queenstown
0,3rd,male,2,3,1,21.0750008,Southampton
0,3rd,male,6,3,1,21.0750008,Southampton
0,3rd,female,3,3,1,21.0750008,Southampton
0,3rd,female,8,3,1,21.0750008,Southampton
0,3rd,female,29,0,4,21.0750008,Southampton
0,3rd,male,1,4,1,39.6875,Southampton
0,3rd,male,7,4,1,39.6875,Southampton
0,3rd,male,2,4,1,39.6875,Southampton
0,3rd,male,16,4,1,39.6875,Southampton
0,3rd,male,14,4,1,39.6875,Southampton
0,3rd,female,41,0,5,39.6875,Southampton
0,3rd,male,21,0,0,8.66250038,Southampton
0,3rd,male,19,0,0,14.5,Southampton
0,3rd,male,NA,0,0,8.71249962,Cherbourg
0,3rd,male,32,0,0,7.89580011,Southampton
0,3rd,male,0.75,1,1,13.7749996,Southampton
0,3rd,female,3,1,1,13.7749996,Southampton
0,3rd,female,26,0,2,13.7749996,Southampton
0,3rd,male,NA,0,0,7,Southampton
0,3rd,male,NA,0,0,7.7750001,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,21,0,0,7.92500019,Southampton
0,3rd,male,25,0,0,7.92500019,Southampton
0,3rd,male,22,0,0,7.25,Southampton
1,3rd,male,25,1,0,7.7750001,Southampton
1,3rd,male,NA,1,1,22.3582993,Cherbourg
1,3rd,female,NA,1,1,22.3582993,Cherbourg
1,3rd,female,NA,0,2,22.3582993,Cherbourg
0,3rd,female,NA,0,0,8.13749981,Queenstown
0,3rd,male,24,0,0,8.05000019,Southampton
0,3rd,female,28,0,0,7.89580011,Southampton
0,3rd,male,19,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,25,1,0,7.7750001,Southampton
0,3rd,female,18,0,0,7.7750001,Southampton
1,3rd,male,32,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,17,0,0,8.66250038,Southampton
0,3rd,male,24,0,0,8.66250038,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,female,NA,0,0,8.11250019,Southampton
0,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,male,NA,0,0,7.25,Southampton
0,3rd,male,38,0,0,7.89580011,Southampton
0,3rd,male,21,0,0,8.05000019,Southampton
0,3rd,male,10,4,1,29.125,Queenstown
0,3rd,male,4,4,1,29.125,Queenstown
0,3rd,male,7,4,1,29.125,Queenstown
0,3rd,male,2,4,1,29.125,Queenstown
0,3rd,male,8,4,1,29.125,Queenstown
0,3rd,female,39,0,5,29.125,Queenstown
0,3rd,female,22,0,0,39.6875,Southampton
0,3rd,male,35,0,0,7.125,Southampton
1,3rd,female,NA,0,0,7.72079992,Queenstown
0,3rd,male,NA,0,0,14.5,Southampton
0,3rd,female,NA,0,0,14.5,Southampton
0,3rd,male,50,1,0,14.5,Southampton
0,3rd,female,47,1,0,14.5,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.7750001,Southampton
0,3rd,female,2,1,1,20.2124996,Southampton
